"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFDATENQUELLE","TARIFTAXPUNKTTYP","VERSION","LASTMUTATION","DELIVERYID","TAEL_ID","DRGLWOUTLINRSF1","DRGLWOUTLINRSF2","ITSANALOGIETARIF","SPALBRTETARZIF","TARIFTEXTMAPPING","ITSKOGUZEITRMENHT","TIMESEG","ARCHIVETAG","MDBID","ANALOGIEZIFFERATTR"
695,"552",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.315600000,2016-07-23 10:18:29.315600000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"542","Inhalations- und Atemtherapie (Ergänzungen zur MiGeL)","542","Inhalations- und Atemtherapie (Ergänzungen zur MiGeL)","542","Inhalations- und Atemtherapie (Ergänzungen zur MiGeL)","542","Inhalations- und Atemtherapie (Ergänzungen zur MiGeL)","","","","","","","","","","","","","542","-10110","-53801","-53853","01",,,11277755,,,"",0,"","",3000-01-01,"","",""
696,"553",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.319074000,2016-07-23 10:18:29.319074000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"326","Schweiz. Orthopaedie-Schuhtechniker Tarif (OSM-Tarif)","326","Schweiz. Orthopaedie-Schuhtechniker Tarif (OSM-Tarif)","326","Schweiz. Orthopaedie-Schuhtechniker Tarif (OSM-Tarif)","326","Schweiz. Orthopaedie-Schuhtechniker Tarif (OSM-Tarif)","","","","","","","","","","","","","326","-10110","-53801","-53851","1.0.0",,,5001037,,,"",0,"","",3000-01-01,"","",""
697,"3",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.322479000,2016-07-23 10:18:29.322479000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"010","Swiss DRG","010","Swiss DRG","010","Swiss DRG","010","Swiss DRG","","","","","","","","","","","","","010","-10110","-53801","-62764","04",,,8703200,2,0.75,"",0,"","",3000-01-01,"","",""
698,"554",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.326620000,2016-07-23 10:18:29.326620000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"606","Laborspezifische Analysen - Medics Labor AG","606","Laborspezifische Analysen - Medics Labor AG","606","Laborspezifische Analysen - Medics Labor AG","606","Laborspezifische Analysen - Medics Labor AG","","","","","","","","","","","","","606","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
699,"555",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.330436000,2016-07-23 10:18:29.330436000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"605","Laborspezifische Analysen - Labor Ilamed AG  bis 31.05.2006","605","Laborspezifische Analysen - Labor Ilamed AG  bis 31.05.2006","605","Laborspezifische Analysen - Labor Ilamed AG  bis 31.05.2006","605","Laborspezifische Analysen - Labor Ilamed AG  bis 31.05.2006","","","","","","","","","","","","","605","-10110","-53800","-53851","",,,,,,"",0,"","",3000-01-01,"","",""
700,"556",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.334127000,2016-07-23 10:18:29.334127000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"604","Laborspezifische Analysen - Labor Bio-Analytica","604","Laborspezifische Analysen - Labor Bio-Analytica","604","Laborspezifische Analysen - Labor Bio-Analytica","604","Laborspezifische Analysen - Labor Bio-Analytica","","","","","","","","","","","","","604","-10110","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
701,"557",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.337796000,2016-07-23 10:18:29.337796000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"603","Laborspezifische Analysen - Institut Dr. Risch, Hagmann Peter","603","Laborspezifische Analysen - Institut Dr. Risch, Hagmann Peter","603","Laborspezifische Analysen - Institut Dr. Risch, Hagmann Peter","603","Laborspezifische Analysen - Institut Dr. Risch, Hagmann Peter","","","","","","","","","","","","","603","-10110","-53800","-53851","",,,,,,"",0,"","",3000-01-01,"","",""
702,"558",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.341226000,2016-07-23 10:18:29.341226000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"302","SLK Spitaltarif für stationäre Leistungen nach VVG","302","SLK Spitaltarif für stationäre Leistungen nach VVG","302","SLK Spitaltarif für stationäre Leistungen nach VVG","302","SLK Spitaltarif für stationäre Leistungen nach VVG","","","","","","","","","","","","","302","-10110","-53800","-53851","",,,,,,"",0,"","",3000-01-01,"","",""
703,"22",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.344440000,2016-07-23 10:18:29.344440000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"012","Tarif für stationäre Leistungen nach OKP","012","Tarif für stationäre Leistungen nach OKP","012","Tarif für stationäre Leistungen nach OKP","012","Tarif für stationäre Leistungen nach OKP","","","","","","","","","","","","","012","-10110","-53801","-53853","",,,8917486,,,"",0,"","",3000-01-01,"","",""
704,"559",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.348321000,2016-07-23 10:18:29.348321000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"502","Stammzellen-Transplantation","502","Stammzellen-Transplantation","502","Transplatation de cellules souches","502","Stammzellen-Transplantation","","","","","","","","","","","","","502","-10110","-53801","-53853","01",,,9858949,,,"",0,"","",3000-01-01,"","",""
861,"08a69bdc-9558-4bb0-99fd-841d4bdcfa4b",-608,2018-02-07 15:43:17.579125000,"P.-31001","",2018-02-07 15:43:17.579125000,2018-02-07 15:43:17.579125000,"PPeter","PPeter",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"350","Pauschalleistungen für Leistungserbringer nach Art. 35 Abs. 2 lit c, e, h und i KVG","","","","","","","","","","","","","","","","","","","350","-10110","-53801","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
-5,"-5",-608,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,1900-01-01 00:00:00.000000000,"admin","admin",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"opkey","OperationsKey","OpKey","OperationsKey","CLEOP","Clé des opérations","Chiave","Chiave operazione","","","","","","","","","","","","","operationskey","-10110","-53801","-53853","",,,,,,"",0,"","",,"","",""
-4,"-4",-608,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,1900-01-01 00:00:00.000000000,"admin","admin",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"316","Analyseliste","AnaLst","AnalysisList","LANA","Liste d'analyse","316","Lista analisi federale","","","","","","","","","","","","","316","-10110","-53801","-53851","",,,,,,"",0,"","",,"","",""
-1,"-1",-608,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,1900-01-01 00:00:00.000000000,"admin","admin",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"000","Unbekannt","Unk","Unknown","INCONN","inconnu","000","sconosciuto","","","","","","","","","","","","","000","-10110","-53801","-53853","",,,,,,"",0,"","",,"","",""
