"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","SYSTEM_","ITSCOKOKATEGORIE","TIMESEG","ARCHIVETAG","MDBID"
1257,"1134",-9,2016-06-03 10:37:33.747294000,"P.-123901","",2015-12-09 11:06:54.360975000,"PMueller",2016-06-03 10:37:33.747294000,"FStofer","migesa","Mitgeführte Sachen","migesa","Mitgeführte Sachen","migesa","Mitgeführte Sachen","migesa","Mitgeführte Sachen","","","","","","","","","","","","","CT_VIVAO_MF_TK_MITGEFSA","0","61",3000-01-01,"",""
1258,"1135",-9,2016-06-03 10:37:33.745118000,"P.-123901","",2015-12-09 11:11:13.433959000,"PMueller",2016-06-03 10:37:33.745118000,"FStofer","park","Parkschäden","park","Parkschäden","park","Parkschäden","park","Parkschäden","","","","","","","","","","","","","CT_VIVAO_MF_VK_PARKSCHADEN","0","61",3000-01-01,"",""
1259,"1136",-9,2016-06-03 10:37:33.742851000,"P.-123901","",2015-12-09 11:14:48.390992000,"PMueller",2016-06-03 10:37:33.742851000,"FStofer","bmf","Bonusstufe","bmf","Bonusstufe","bmf","Bonusstufe","bmf","Bonusstufe","","","","","","","","","","","","","CT_VIVAO_MF_BONUSSTUFE","0","61",3000-01-01,"",""
2541,"2221",-9,2016-08-24 18:02:15.157038000,"P.-253746","",2016-08-24 18:02:15.157038000,"DHaramincic",3000-01-01 00:00:00.000000000,"","ECATTR","Detailpositions-Attribut","ECATTR","Detailpositions-Attribut","ECATTR","Detailpositions-Attribut","ECATTR","Detailpositions-Attribut","","","","","","","","","","","","","AD_CT_DET_POS_ATTR","0","",3000-01-01,"",""
241,"241",-9,2014-03-20 14:47:10.350928000,"P.-123901","",2014-03-20 14:47:10.350928000,"JHensch",3000-01-01 00:00:00.000000000,"","VEKA","VeKa Templates","VEKA","VeKa Templates","VEKA","VeKa Templates","VEKA","VeKa Templates","","","","","","","","","","","","","CT_VEKA_TEMPLATES","0","",2014-03-20,"",""
1261,"1137",-9,2016-06-03 10:37:33.740593000,"P.-123901","",2015-12-09 12:09:17.580001000,"PMueller",2016-06-03 10:37:33.740593000,"FStofer","nathlk","Nationalität Hauptlenker","nathlk","Nationalität Hauptlenker","nathlk","Nationalität Hauptlenker","nathlk","Nationalität Hauptlenker","","","","","","","","","","","","","CT_VIVAO_MF_NATIONHLK","0","61",3000-01-01,"",""
2821,"1af9fd8c-25ed-4a07-8e52-cb9b8edb4492",-9,2017-04-15 09:24:54.156035000,"P.-123901","",2017-04-15 09:21:58.930735000,"KBommer",2017-04-15 09:24:54.156035000,"KBommer","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","","","","","","","","","","","CT_ERLEDIGUNGSART_EINSPRACHE","0","",3000-01-01,"",""
2822,"1af9fd8c-25ed-4a07-8e52-cb9b8edb4492",-9,2017-04-15 09:24:54.156035000,"P.-207901","",2017-04-15 09:24:54.156035000,"KBommer",3000-01-01 00:00:00.000000000,"","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","ERAEIN","Erledigungsart Einprache","","","","","","","","","","","CT_ERLEDIGUNGSART_EINSPRACHE","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2829,"3fab4ba3-56f2-4bd2-8781-6d5aaf43c4e1",-9,2017-04-15 10:17:35.651183000,"P.-123901","",2017-04-15 10:17:35.651183000,"KBommer",3000-01-01 00:00:00.000000000,"","FRGV","Fristklasse Gerichtsverfahren","FRGV","Fristklasse Gerichtsverfahren","FRGV","Fristklasse Gerichtsverfahren","FRGV","Fristklasse Gerichtsverfahren","FRGV","Fristklasse Gerichtsverfahren","","","","","","","","","","","CT_FRISTKLASSE_GERICHTSVERFAHREN","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2833,"dc4bb2f2-6ff5-4516-b998-30ca4a15145d",-9,2017-04-15 11:00:52.660385000,"P.-123901","",2017-04-15 11:00:52.660385000,"KBommer",3000-01-01 00:00:00.000000000,"","WESLK","Weiterzug durch","WESLK","Weiterzug durch","WESLK","Weiterzug durch","WESLK","Weiterzug durch","WESLK","Weiterzug durch","","","","","","","","","","","CT_WEITERZUG_DURCH_ES_LK","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2834,"c428d177-c5cd-4bea-9efb-f93d798a6b75",-9,2017-04-15 11:02:30.771534000,"P.-123901","",2017-04-15 11:02:30.771534000,"KBommer",3000-01-01 00:00:00.000000000,"","WLKLB","Weiterzug durch","WLKLB","Weiterzug durch","WLKLB","Weiterzug durch","WLKLB","Weiterzug durch","WLKLB","Weiterzug durch","","","","","","","","","","","CT_WEITERZUG_DURCH_LK_LB","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2835,"b477f1df-2417-4a7e-9623-fe48ca0bd0b2",-9,2017-04-15 11:05:12.698904000,"P.-123901","",2017-04-15 11:05:12.698904000,"KBommer",3000-01-01 00:00:00.000000000,"","BGENT","Bundesgerichtsentscheid","BGENT","Bundesgerichtsentscheid","BGENT","Bundesgerichtsentscheid","BGENT","Bundesgerichtsentscheid","BGENT","Bundesgerichtsentscheid","","","","","","","","","","","CT_BUNDESGERICHTSENTSCHEID","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2836,"2bade538-bef1-4e85-888e-6e345b44e10a",-9,2017-04-15 11:07:23.533211000,"P.-123901","",2017-04-15 11:07:23.533211000,"KBommer",3000-01-01 00:00:00.000000000,"","WAGAP","Weiterzug durch","WAGAP","Weiterzug durch","WAGAP","Weiterzug durch","WAGAP","Weiterzug durch","WAGAP","Weiterzug durch","","","","","","","","","","","CT_WEITERZUG_DURCH_AG_AP","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2061,"1801",-9,2016-05-06 08:45:30.526471000,"P.-123901","",2016-05-06 08:45:30.526471000,"PMueller",3000-01-01 00:00:00.000000000,"","GFEAUK","Aufräumkosten Feuer/Elementar","GFEAUK","Aufräumkosten Feuer/Elementar","GFEAUK","Aufräumkosten Feuer/Elementar","GFEAUK","Aufräumkosten Feuer/Elementar","","","","","","","","","","","","","CT_GEB_FE_AUFRAEUMKOSTEN","0","",3000-01-01,"",""
2021,"1761",-9,2016-05-02 14:55:45.368031000,"P.-254007","",2016-05-02 14:55:45.368031000,"RAbegg",3000-01-01 00:00:00.000000000,"","GEB","Schadenursache Wasser","GEB","Schadenursache Wasser","GEB","Schadenursache Wasser","GEB","Schadenursache Wasser","","","","","","","","","","","","","CT_Schadenursache_Wasser","0","",3000-01-01,"",""
1641,"1381",-9,2016-02-23 11:13:44.895814000,"P.-254007","",2016-02-23 11:13:44.895814000,"PMueller",3000-01-01 00:00:00.000000000,"","VerZwe","Verwendungszweck Pferd","VerZwe","Verwendungszweck Pferd","VerZwe","Verwendungszweck Pferd","VerZwe","Verwendungszweck Pferd","","","","","","","","","","","","","CT_VERWENDUNGSZWECK_PFERD","0","",3000-01-01,"",""
844,"744",-9,2015-07-24 13:50:15.176507000,"P.-254007","",2015-07-24 13:50:15.176507000,"DHaramincic",3000-01-01 00:00:00.000000000,"","P_SFAP","Pflege Schadenfallart","P_SFAP","Pflege Schadenfallart","P_SFAP","Pflege Schadenfallart","P_SFAP","Pflege Schadenfallart","","","","","","","","","","","","","CT_P_SFAP","0","",3000-01-01,"",""
2402,"2082",-9,2016-06-27 14:08:22.426403000,"P.-123901","",2016-06-27 14:08:22.426403000,"JHensch",3000-01-01 00:00:00.000000000,"","HUND","Rudelrabatt","HUND","Rudelrabatt","HUND","Rudelrabatt","HUND","Rudelrabatt","","","","","","","","","","","","","CT_HUND_RUDELRABATT","0","",3000-01-01,"",""
2421,"2101",-9,2016-06-28 13:49:12.894546000,"P.-123901","",2016-06-28 13:49:12.894546000,"PMueller",3000-01-01 00:00:00.000000000,"","GPErge","Ergebnis Gesundheitsprüfung","GPErge","Ergebnis Gesundheitsprüfung","GPErge","Ergebnis Gesundheitsprüfung","GPErge","Ergebnis Gesundheitsprüfung","","","","","","","","","","","","","CT_KRANKEN_ERGEBNIS_GESUNDHEITSPRUEFUNG","0","",3000-01-01,"",""
2681,"2361",-9,2016-11-24 09:31:54.079941000,"P.-123901","",2016-11-24 09:31:54.079941000,"PMueller",3000-01-01 00:00:00.000000000,"","VerVer","Verlängerung von Verjährungsfristen","","","","","","","","","","","","","","","","","","","CT_P_INDUHH_VERLVER","0","",3000-01-01,"",""
2837,"12d7f968-f703-4e8c-b3b3-32374dd27730",-9,2017-04-15 11:10:43.240117000,"P.-123901","",2017-04-15 11:10:43.240117000,"KBommer",3000-01-01 00:00:00.000000000,"","STANDO","Standort Gerichtsverfahren und allg. Geschäft","STANDO","Standort Gerichtsverfahren und allg. Geschäft","STANDO","Standort Gerichtsverfahren und allg. Geschäft","STANDO","Standort Gerichtsverfahren und allg. Geschäft","STANDO","Standort Gerichtsverfahren und allg. Geschäft","","","","","","","","","","","CT_STANDORT","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2161,"1901",-9,2016-05-20 13:36:41.134498000,"P.-254007","",2016-05-20 13:36:41.134498000,"PMueller",3000-01-01 00:00:00.000000000,"","DeTyp","Deckungstyp","DeTyp","Deckungstyp","DeTyp","Deckungstyp","DeTyp","Deckungstyp","","","","","","","","","","","","","CT_WERGAR_DECKUNGSTYP","0","",3000-01-01,"",""
2823,"b59808b5-3e21-4a08-8aa0-c1d6e4b809d6",-9,2017-04-15 09:32:42.593860000,"P.-123901","",2017-04-15 09:32:42.593860000,"KBommer",3000-01-01 00:00:00.000000000,"","ERALK","Erledigungsart LK","ERALK","Erledigungsart LK","ERALK","Erledigungsart LK","ERALK","Erledigungsart LK","ERALK","Erledigungsart LK","","","","","","","","","","","CT_ERLEDIGUNGSART_LK","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2824,"491f372f-3c9e-4dc9-ba53-c8df1be72036",-9,2017-04-15 09:34:40.660734000,"P.-123901","",2017-04-15 09:34:40.660734000,"KBommer",3000-01-01 00:00:00.000000000,"","ERALB","Erledigungsart LB","ERALB","Erledigungsart LB","ERALB","Erledigungsart LB","ERALB","Erledigungsart LB","ERALB","Erledigungsart LB","","","","","","","","","","","CT_ERLEDIGUNGSART_LB","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2825,"4e3a6de9-ce6b-435e-b9ee-6e280a53558f",-9,2017-04-15 09:36:50.739975000,"P.-123901","",2017-04-15 09:36:50.739975000,"KBommer",3000-01-01 00:00:00.000000000,"","ERAAG","Erledigungsart Allg.Geschäft","ERAAG","Erledigungsart Allg.Geschäft","ERAAG","Erledigungsart Allg.Geschäft","ERAAG","Erledigungsart Allg.Geschäft","ERAAG","Erledigungsart Allg.Geschäft","","","","","","","","","","","CT_ERLEDIGUNGSART_ALLG_GESCHAEFT","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2826,"4ae93683-edb6-4865-999c-89fdd3e523eb",-9,2017-04-15 09:38:45.493854000,"P.-123901","",2017-04-15 09:38:45.493854000,"KBommer",3000-01-01 00:00:00.000000000,"","ERAAR","Erledigungsart Allg. und Regressprozess","ERAAR","Erledigungsart Allg. und Regressprozess","ERAAR","Erledigungsart Allg. und Regressprozess","ERAAR","Erledigungsart Allg. und Regressprozess","ERAAR","Erledigungsart Allg. und Regressprozess","","","","","","","","","","","CT_ERLEDIGUNGSART_ALLG_UND_REGRESSPROZESS","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2827,"fe5d652c-2d7c-4df9-a834-53b15a9b600c",-9,2017-04-15 09:58:55.485779000,"P.-123901","",2017-04-15 09:58:55.485779000,"KBommer",3000-01-01 00:00:00.000000000,"","FGKE","Fristgrund Klassierung Einsprache Intern","FGKE","Fristgrund Klassierung Einsprache Intern","FGKE","Fristgrund Klassierung Einsprache Intern","FGKE","Fristgrund Klassierung Einsprache Intern","FGKE","Fristgrund Klassierung Einsprache Intern","","","","","","","","","","","CT_FRISTGRUNDKLASSE_EINSPRACHE_INTERN","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2828,"7e8debb9-21e5-4afd-9fd5-71594899ba0e",-9,2017-04-15 10:16:16.571784000,"P.-123901","",2017-04-15 10:16:16.571784000,"KBommer",3000-01-01 00:00:00.000000000,"","FKES","Fristklasse Einsprache","FKES","Fristklasse Einsprache","FKES","Fristklasse Einsprache","FKES","Fristklasse Einsprache","FKES","Fristklasse Einsprache","","","","","","","","","","","CT_FRISTKLASSE_EINSPRACHE","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2081,"1821",-9,2016-05-06 14:39:23.581975000,"P.-123901","",2016-05-06 14:39:23.581975000,"PMueller",3000-01-01 00:00:00.000000000,"","SEXEUR","Geschlecht EU-Rente","SEXEUR","Geschlecht EU-Rente","SEXEUR","Geschlecht EU-Rente","SEXEUR","Geschlecht EU-Rente","","","","","","","","","","","","","CT_EURENTE_GESCHLECHT","0","",3000-01-01,"",""
2162,"1902",-9,2016-05-20 13:45:46.538348000,"P.-254007","",2016-05-20 13:45:46.538348000,"PMueller",3000-01-01 00:00:00.000000000,"","HaftDa","Haftungsdauer","HaftDa","Haftungsdauer","HaftDa","Haftungsdauer","HaftDa","Haftungsdauer","","","","","","","","","","","","","CT_WERGAR_HAFTUNGSDAUER","0","",3000-01-01,"",""
643,"579",-9,2015-06-03 16:00:39.916677000,"P.-254007","",2015-06-03 16:00:39.916677000,"DHaramincic",3000-01-01 00:00:00.000000000,"","LK_WR2","Wartefrist an Leistungsdauer","LK_WR2","Waiting period for benefits period","LK_WR2","Délai d'attente imputé à la durée des prestations","LK_WR2","Periodo d'attesa sulla durata delle prestazioni","","","","","","","","","","","","","CTK_LK_WR2_V001","0","",3000-01-01,"",""
644,"580",-9,2015-06-03 16:16:28.907393000,"P.-254007","",2015-06-03 16:16:28.907393000,"DHaramincic",3000-01-01 00:00:00.000000000,"","WK_LS2","Geburtengeldhöhe in %","WK_LS2","Childbirth allowance in %","WK_LS2","Indenmnité d'accouchement en %","WK_LS2","Ammontare indennità di parto in %","","","","","","","","","","","","","CTK_WK_LS2_V001","0","",3000-01-01,"",""
645,"581",-9,2015-06-03 16:28:43.896873000,"P.-254007","",2015-06-03 16:28:43.896873000,"DHaramincic",3000-01-01 00:00:00.000000000,"","WK_LM2","Lohnsumme Männer","WK_LM2","Payroll sum men","WK_LM2","Somme salariale hommes","WK_LM2","Somma salariale uomini","","","","","","","","","","","","","CTK_WK_LM2_V001","0","",3000-01-01,"",""
661,"601",-9,2015-06-04 08:51:20.843143000,"P.-254007","",2015-06-04 08:51:20.843143000,"DHaramincic",3000-01-01 00:00:00.000000000,"","WK_LF2","Lohnsumme Frauen","WK_LF2","Payroll sum women","WK_LF2","Somme salariale femmes","WK_LF2","Somma salariale donne","","","","","","","","","","","","","CTK_WK_LF2_V001","0","",3000-01-01,"",""
681,"621",-9,2015-06-08 09:29:18.943552000,"P.-254007","",2015-06-08 09:29:18.943552000,"DHaramincic",3000-01-01 00:00:00.000000000,"","PK_TGG","Tarifstufe Gastgewerbe","PK_TGG","Tarifstufe Gastgewerbe","PK_TGG","Tarifstufe Gastgewerbe","PK_TGG","Tarifstufe Gastgewerbe","","","","","","","","","","","","","CTK_PK_TGG","0","",3000-01-01,"",""
2830,"b228d629-9055-44db-bc4b-5d6eff3db15e",-9,2017-04-15 10:22:36.250167000,"P.-123901","",2017-04-15 10:22:36.250167000,"KBommer",3000-01-01 00:00:00.000000000,"","FGIGV","Fristgrund Klassierung Gerichtsverfahren Intern","FGIGV","Fristgrund Klassierung Gerichtsverfahren Intern","FGIGV","Fristgrund Klassierung Gerichtsverfahren Intern","FGIGV","Fristgrund Klassierung Gerichtsverfahren Intern","FGIGV","Fristgrund Klassierung Gerichtsverfahren Intern","","","","","","","","","","","CT_FRISTGRUNDKLASSE_GV_INTERN","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2831,"ccb3f02e-8b2c-4e0d-ae74-f3348d8411df",-9,2017-04-15 10:25:36.077400000,"P.-123901","",2017-04-15 10:25:36.077400000,"KBommer",3000-01-01 00:00:00.000000000,"","FGGER","Fristgrund Klassierung Gerichtsverfahren Erstreckbar","FGGER","Fristgrund Klassierung Gerichtsverfahren Erstreckbar","FGGER","Fristgrund Klassierung Gerichtsverfahren Erstreckbar","FGGER","Fristgrund Klassierung Gerichtsverfahren Erstreckbar","FGGER","Fristgrund Klassierung Gerichtsverfahren Erstreckbar","","","","","","","","","","","CT_FRISTGRUNDKLASSE_GV_ERSTRECKBAR","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
2832,"9febca0b-ced5-469a-997d-ece651ad4be7",-9,2017-04-15 10:27:41.632452000,"P.-123901","",2017-04-15 10:27:41.632452000,"KBommer",3000-01-01 00:00:00.000000000,"","FGGVNE","Fristgrund Klassierung Gerichtsverfahren Nicht Erstreckbar","FGGVNE","Fristgrund Klassierung Gerichtsverfahren Nicht Erstreckbar","FGGVNE","Fristgrund Klassierung Gerichtsverfahren Nicht Erstreckbar","FGGVNE","Fristgrund Klassierung Gerichtsverfahren Nicht Erstreckbar","FGGVNE","Fristgrund Klassierung Gerichtsverfahren Nicht Erstreckbar","","","","","","","","","","","CT_FRISTGRUNDKLASSE_GV_NICHT_ERSTRECKBAR","0","a6d57cbd-0b7e-4b1b-ae69-311b58abef85",3000-01-01,"",""
804,"706",-9,2015-07-22 21:06:06.828254000,"P.-254007","",2015-07-22 21:06:06.828254000,"PMueller",3000-01-01 00:00:00.000000000,"","U_UGEG","Unfall Beteiligter Gegenstand","U_UGEG","Unfall Beteiligter Gegenstand","U_UGEG","Unfall Beteiligter Gegenstand","U_UGEG","Unfall Beteiligter Gegenstand","","","","","","","","","","","","","CT_U_UGEG","0","",3000-01-01,"",""
1243,"1121",-9,2015-12-09 09:50:57.698706000,"P.-207901","",2015-12-09 09:50:35.926895000,"PMueller",2015-12-09 09:50:57.698706000,"PMueller","VI_lg","Leistungsgewicht (lg)","VI_lg","Leistungsgewicht (lg)","VI_lg","Leistungsgewicht (lg)","VI_lg","Leistungsgewicht (lg)","","","","","","","","","","","","","CT_VIVAO_MF_HAFT_LG","0","",3000-01-01,"",""
2123,"1863",-9,2016-05-07 15:51:20.052409000,"P.-123901","",2016-05-07 15:51:20.052409000,"PMueller",3000-01-01 00:00:00.000000000,"","Tierha","Sind Sie Tierhalter?","Tierha","Sind Sie Tierhalter?","Tierha","Sind Sie Tierhalter?","Tierha","Sind Sie Tierhalter?","","","","","","","","","","","","","CT_PHV_VOD_TIERHALTER","0","",3000-01-01,"",""
561,"441",-9,2015-05-07 10:21:07.259047000,"P.-207901","",2015-05-07 10:21:07.259047000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZUPI","Zusatz für Piloten","RSZUPI","Zusatz Rechtsschutzversicherung für Piloten","RSZUPI","Extension pour pilotes","RSZUPI","Zusatz Rechtsschutzversicherung für Piloten","","","","","","","","","","","","","CT_RS_ZUATZ_PILOT","0","",2014-07-25,"",""
562,"429",-9,2015-05-07 10:21:46.224944000,"P.-207901","",2015-05-07 10:21:46.224944000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZULH","Zusatz für Luftfahrzeughalter","RSZULH","Zusatz Rechtsschutzversicherung für Luftfahrzeughalter","RSZULH","Extension pour détenteurs d'aéronefs","RSZULH","Zusatz Rechtsschutzversicherung für Luftfahrzeughalter","","","","","","","","","","","","","CT_RS_ZUSATZ_LUFTFAHRZEUGHALTER","0","",2014-07-23,"",""
563,"423",-9,2015-05-07 10:24:55.530845000,"P.-207901","",2015-05-07 10:22:36.729801000,"PMueller",2015-05-07 10:24:55.530845000,"PMueller","RSZUGE","Zusatz weitere Immobilien","RSZUGE","Zusatz weitere Grundstücke / Häuser / Eigentumswohnungen","RSZUGE","Extension biens-fonds / immeubles / appartements supplémentaires","RSZUGE","Zusatz weitere Grundstücke / Häuser / Eigentumswohnungen","","","","","","","","","","","","","CT_RS_ZUSATZ_GEB","0","",2014-07-23,"",""
564,"423",-9,2015-05-07 10:24:55.530845000,"P.-207901","",2015-05-07 10:24:55.530845000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZUGE","Weitere Immobilien","RSZUGE","Zusatz weitere Grundstücke / Häuser / Eigentumswohnungen","RSZUGE","Extension biens-fonds / immeubles / appartements supplémentaires","RSZUGE","Zusatz weitere Grundstücke / Häuser / Eigentumswohnungen","","","","","","","","","","","","","CT_RS_ZUSATZ_GEB","0","",2014-07-23,"",""
565,"424",-9,2015-05-07 10:25:12.033666000,"P.-207901","",2015-05-07 10:25:12.033666000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZUVE","Vermieter-Rechtsschutz","RSZUVE","Zusatz Vermieter-Rechtsschutz","RSZUVE","Extension protection juridique du bailleur","RSZUVE","Zusatz Vermieter","","","","","","","","","","","","","CT_RS_ZUSATZ_VERMIETER","0","",2014-07-23,"",""
566,"425",-9,2015-05-07 10:25:31.173412000,"P.-207901","",2015-05-07 10:25:31.173412000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZUGG","Gewerblich genutzte Mieteinheiten","RSZUGG","Zusatz gewerblich genutzte Mieteinheiten","RSZUGG","Extension pour bailleur pour des unités à usage commerciale","RSZUGG","Zusatz gewerblich genutzte Mieteinheiten","","","","","","","","","","","","","CT_RS_ZUSATZ_GEWERBLICH","0","",2014-07-23,"",""
567,"426",-9,2015-05-07 10:25:53.238040000,"P.-207901","",2015-05-07 10:25:53.238040000,"PMueller",3000-01-01 00:00:00.000000000,"","RSZUWW","Weltweite Deckung","RSZUWW","Zusatz weltweite Deckung","RSZUWW","Extension couverture mondiale","RSZUWW","Zusatz weltweite Deckung","","","","","","","","","","","","","CT_RS_ZUSATZ_WELTWEIT","0","",2014-07-23,"",""
3,"3",-9,2014-01-27 16:21:17.285192000,"P.-254007","",2014-01-27 16:21:17.285192000,"JHensch",3000-01-01 00:00:00.000000000,"","GKNBU","Gefahrenklasse NBU","GKNBU","Gefahrenklasse NBU","CRANP","Classe de risque ANP","GKNBU","Gefahrenklasse NBU","","","","","","","","","","","","","CT_GKNBU","0","",2014-01-27,"",""
481,"481",-9,2014-11-04 18:19:06.378500000,"P.-254007","",2014-11-04 18:19:06.378500000,"PMueller",3000-01-01 00:00:00.000000000,"","ABLGR","Ablehnungsgründe","ABLGR","Ablehnungsgründe","ABLGR","Ablehnungsgründe","ABLGR","Ablehnungsgründe","","","","","","","","","","","","","CT_ABLEHNUNGSGRUENDE","0","",3000-01-01,"",""
