"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
85,"85",-1083,2014-01-16 15:41:51.857963000,"B.108","",2014-01-16 15:41:51.857963000,2014-01-16 15:41:51.857963000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.6.1","Knochen und Knorpel","6.6.1","Knochen und Knorpel","6.6.1","Os et cartilage","6.6.1","Os et cartilage","","","","","","","","","","","","","K_320_6.6.1","-10110","-49993","-63029","-62331","-10110","6.6.1","","","","","","","","","","",,7973602,"-62241",3000-01-01,"",""
86,"86",-1083,2014-01-16 15:41:51.914287000,"B.108","",2014-01-16 15:41:51.914287000,2014-01-16 15:41:51.914287000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.6","Transplantate","6.6","Transplantate","6.6","Transplantation et greffe","6.6","Transplantation et greffe","","","","","","","","","","","","","K_320_6.6","-10110","-49993","-63029","-62331","-10110","6.6","","","","","","","","","","",,7973603,"-62241",3000-01-01,"",""
87,"87",-1083,2014-01-16 15:41:52.001162000,"B.108","",2014-01-16 15:41:52.001162000,2014-01-16 15:41:52.001162000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.7","Kiefergelenk","6.7","Kiefergelenk","6.7","Articulation temporo-mandibulaire","6.7","Articulation temporo-mandibulaire","","","","","","","","","","","","","K_320_6.7","-10110","-49993","-63029","-62331","-10110","6.7","","","","","","","","","","",,7973604,"-62241",3000-01-01,"",""
88,"88",-1083,2014-01-16 15:41:52.060430000,"B.108","",2014-01-16 15:41:52.060430000,2014-01-16 15:41:52.060430000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.8.1","Knochen","6.8.1","Knochen","6.8.1","Os","6.8.1","Os","","","","","","","","","","","","","K_320_6.8.1","-10110","-49993","-63029","-62331","-10110","6.8.1","","","","","","","","","","",,7973605,"-62241",3000-01-01,"",""
89,"89",-1083,2014-01-16 15:41:52.120878000,"B.108","",2014-01-16 15:41:52.120878000,2014-01-16 15:41:52.120878000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.8.2","Weichteile","6.8.2","Weichteile","6.8.2","Tissus mous","6.8.2","Tissus mous","","","","","","","","","","","","","K_320_6.8.2","-10110","-49993","-63029","-62331","-10110","6.8.2","","","","","","","","","","",,7973606,"-62241",3000-01-01,"",""
90,"90",-1083,2014-01-16 15:41:52.180936000,"B.108","",2014-01-16 15:41:52.180936000,2014-01-16 15:41:52.180936000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.8","Infekt, Fremdkörper","6.8","Infekt, Fremdkörper","6.8","Infection, corps étrangers","6.8","Infection, corps étrangers","","","","","","","","","","","","","K_320_6.8","-10110","-49993","-63029","-62331","-10110","6.8","","","","","","","","","","",,7973607,"-62241",3000-01-01,"",""
91,"91",-1083,2014-01-16 15:41:52.238625000,"B.108","",2014-01-16 15:41:52.238625000,2014-01-16 15:41:52.238625000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.9.1","Benigne Tumoren","6.9.1","Benigne Tumoren","6.9.1","Tumeurs bénignes","6.9.1","Tumeurs bénignes","","","","","","","","","","","","","K_320_6.9.1","-10110","-49993","-63029","-62331","-10110","6.9.1","","","","","","","","","","",,7973608,"-62241",3000-01-01,"",""
92,"92",-1083,2014-01-16 15:41:52.305520000,"B.108","",2014-01-16 15:41:52.305520000,2014-01-16 15:41:52.305520000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.9.2","Maligne Tumoren","6.9.2","Maligne Tumoren","6.9.2","Tumeurs malignes","6.9.2","Tumeurs malignes","","","","","","","","","","","","","K_320_6.9.2","-10110","-49993","-63029","-62331","-10110","6.9.2","","","","","","","","","","",,7973609,"-62241",3000-01-01,"",""
93,"93",-1083,2014-01-16 15:41:52.366921000,"B.108","",2014-01-16 15:41:52.366921000,2014-01-16 15:41:52.366921000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.9","Tumoren der Mundhöhle und Kiefer","6.9","Tumoren der Mundhöhle und Kiefer","6.9","Tumeurs de la cavité buccale et des maxillaires","6.9","Tumeurs de la cavité buccale et des maxillaires","","","","","","","","","","","","","K_320_6.9","-10110","-49993","-63029","-62331","-10110","6.9","","","","","","","","","","",,7973610,"-62241",3000-01-01,"",""
94,"94",-1083,2014-01-16 15:41:52.445321000,"B.108","",2014-01-16 15:41:52.445321000,2014-01-16 15:41:52.445321000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6","Kieferchirurgie","6","Kieferchirurgie","6","Chirurgie maxillo-faciale","6","Chirurgie maxillo-faciale","","","","","","","","","","","","","K_320_6","-10110","-49993","-63029","-62331","-10110","6","","","","","","","","","","",,7973611,"-62241",3000-01-01,"",""
95,"95",-1083,2014-01-16 15:41:52.509920000,"B.108","",2014-01-16 15:41:52.509920000,2014-01-16 15:41:52.509920000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"7.1","Ueberkappung und Amputation, exkl. Verschluss","7.1","Ueberkappung und Amputation, exkl. Verschluss","7.1","Coiffage et amputation, sans obturation provisoire","7.1","Coiffage et amputation, sans obturation provisoire","","","","","","","","","","","","","K_320_7.1","-10110","-49993","-63029","-62331","-10110","7.1","","","","","","","","","","",,7973612,"-62241",3000-01-01,"",""
96,"96",-1083,2014-01-16 15:41:52.573676000,"B.108","",2014-01-16 15:41:52.573676000,2014-01-16 15:41:52.573676000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"7.2.1","Pulpa-Exstirpation und erste Kanalaufbereitung, inkl. Einlage","7.2.1","Pulpa-Exstirpation und erste Kanalaufbereitung, inkl. Einlage","7.2.1","Extirpation de la pulpe et première préparation du canal, pansement compris","7.2.1","Extirpation de la pulpe et première préparation du canal, pansement compris","","","","","","","","","","","","","K_320_7.2.1","-10110","-49993","-63029","-62331","-10110","7.2.1","","","","","","","","","","",,7973613,"-62241",3000-01-01,"",""
97,"97",-1083,2014-01-16 15:41:52.641035000,"B.108","",2014-01-16 15:41:52.641035000,2014-01-16 15:41:52.641035000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"7.2.2","Wurzel-Kanaleinlage inkl. Aufbereitung","7.2.2","Wurzel-Kanaleinlage inkl. Aufbereitung","7.2.2","Pansement dans le canal radiculaire, préparation comprise","7.2.2","Pansement dans le canal radiculaire, préparation comprise","","","","","","","","","","","","","K_320_7.2.2","-10110","-49993","-63029","-62331","-10110","7.2.2","","","","","","","","","","",,7973614,"-62241",3000-01-01,"",""
98,"98",-1083,2014-01-16 15:41:52.705417000,"B.108","",2014-01-16 15:41:52.705417000,2014-01-16 15:41:52.705417000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"7.2.3","Wurzelfüllung nach Exstirpation oder Gangränbehandlung","7.2.3","Wurzelfüllung nach Exstirpation oder Gangränbehandlung","7.2.3","Obturation radiculaire après extirpation ou traitement de gangrène","7.2.3","Obturation radiculaire après extirpation ou traitement de gangrène","","","","","","","","","","","","","K_320_7.2.3","-10110","-49993","-63029","-62331","-10110","7.2.3","","","","","","","","","","",,7973615,"-62241",3000-01-01,"",""
99,"99",-1083,2014-01-16 15:41:52.773117000,"B.108","",2014-01-16 15:41:52.773117000,2014-01-16 15:41:52.773117000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"7.2","Wurzelbehandlung in mehreren Sitzungen, ohne Endometrie, exkl. Verschluss","7.2","Wurzelbehandlung in mehreren Sitzungen, ohne Endometrie, exkl. Verschluss","7.2","Traitement radiculaire en plusieurs séances, sans endométrie, sans obturation provisoire","7.2","Traitement radiculaire en plusieurs séances, sans endométrie, sans obturation provisoire","","","","","","","","","","","","","K_320_7.2","-10110","-49993","-63029","-62331","-10110","7.2","","","","","","","","","","",,7973616,"-62241",3000-01-01,"",""
1,"1",-1083,2014-01-16 15:40:36.605473000,"B.107","",2014-01-16 15:40:36.605473000,2014-01-16 15:40:36.605473000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"553","Tarif für ambulante physiotherapeutische Leistungen in Spitälern (H+)","553","Tarif für ambulante physiotherapeutische Leistungen in Spitälern (H+)","553","Tarif pour des prestations ambulatoires physiothérapeutiques fournies en établissements hospitaliers (H+)","553","Tariffa per prestazioni fisioterapeutiche ambulatorie fornite negli ospedali (H+)","","","","","","","","","","","","","T_553_553","-10110","-62453","-63029","-62331","-10110","T-553","","","","","","","","","","",,5009958,"-62241",3000-01-01,"",""
2,"2",-1083,2014-01-16 15:40:37.161205000,"B.107","",2014-01-16 15:40:37.161205000,2014-01-16 15:40:37.161205000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"1","Allgemeines","1","Allgemeines","1","Généralités","1","Osservazioni generali","","","","","","","","","","","","","K_553_1","-10110","-49993","-63029","-62331","-10110","1","","","","","","","","","","",,5009954,"-62241",3000-01-01,"",""
3,"3",-1083,2014-01-16 15:40:37.220226000,"B.107","",2014-01-16 15:40:37.220226000,2014-01-16 15:40:37.220226000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"2","Sitzungspauschalen","2","Sitzungspauschalen","2","Forfaits par séance","2","Forfait per seduta","","","","","","","","","","","","","K_553_2","-10110","-49993","-63029","-62331","-10110","2","","","","","","","","","","",,5009955,"-62241",3000-01-01,"",""
6,"6",-1083,2014-01-16 15:41:46.482059000,"B.108","",2014-01-16 15:41:46.482059000,2014-01-16 15:41:46.482059000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"320","Zahnarzt-Tarif PP (SSO)","320","Zahnarzt-Tarif PP (SSO)","320","Tarif dentaire suisse PP (SSO)","320","Tarif dentaire suisse PP (SSO)","","","","","","","","","","","","","T_320_320","-10110","-62453","-63029","-62331","-10110","T-320","","","","","","","","","","",,7972971,"-62241",3000-01-01,"",""
7,"7",-1083,2014-01-16 15:41:47.063688000,"B.108","",2014-01-16 15:41:47.063688000,2014-01-16 15:41:47.063688000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"1.10","Röntgen inkl. Beurteilung und Fotografie","1.10","Röntgen inkl. Beurteilung und Fotografie","1.10","Radiographies, interprétation incluse et photographies","1.10","Radiographies, interprétation incluse et photographies","","","","","","","","","","","","","K_320_1.10","-10110","-49993","-63029","-62331","-10110","1.10","","","","","","","","","","",,7972924,"-62241",3000-01-01,"",""
8,"8",-1083,2014-01-16 15:41:47.116548000,"B.108","",2014-01-16 15:41:47.116548000,2014-01-16 15:41:47.116548000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"1.11","Anästhesie","1.11","Anästhesie","1.11","Anesthésies","1.11","Anesthésies","","","","","","","","","","","","","K_320_1.11","-10110","-49993","-63029","-62331","-10110","1.11","","","","","","","","","","",,7972925,"-62241",3000-01-01,"",""
67,"67",-1083,2014-01-16 15:41:50.705083000,"B.108","",2014-01-16 15:41:50.705083000,2014-01-16 15:41:50.705083000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"5.7","Traumatologie","5.7","Traumatologie","5.7","Traumatologie","5.7","Traumatologie","","","","","","","","","","","","","K_320_5.7","-10110","-49993","-63029","-62331","-10110","5.7","","","","","","","","","","",,7973584,"-62241",3000-01-01,"",""
68,"68",-1083,2014-01-16 15:41:50.783402000,"B.108","",2014-01-16 15:41:50.783402000,2014-01-16 15:41:50.783402000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"5.8","Schienungen","5.8","Schienungen","5.8","Attelles","5.8","Attelles","","","","","","","","","","","","","K_320_5.8","-10110","-49993","-63029","-62331","-10110","5.8","","","","","","","","","","",,7973585,"-62241",3000-01-01,"",""
69,"69",-1083,2014-01-16 15:41:50.854426000,"B.108","",2014-01-16 15:41:50.854426000,2014-01-16 15:41:50.854426000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"5.9","Diverse Leistungen","5.9","Diverse Leistungen","5.9","Interventions diverses","5.9","Interventions diverses","","","","","","","","","","","","","K_320_5.9","-10110","-49993","-63029","-62331","-10110","5.9","","","","","","","","","","",,7973586,"-62241",3000-01-01,"",""
70,"70",-1083,2014-01-16 15:41:50.925675000,"B.108","",2014-01-16 15:41:50.925675000,2014-01-16 15:41:50.925675000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"5","Zahnärztliche Chirurgie, Oralchirurgie","5","Zahnärztliche Chirurgie, Oralchirurgie","5","Chirurgie dentaire/Chirurgie orale","5","Chirurgie dentaire/Chirurgie orale","","","","","","","","","","","","","K_320_5","-10110","-49993","-63029","-62331","-10110","5","","","","","","","","","","",,7973587,"-62241",3000-01-01,"",""
71,"71",-1083,2014-01-16 15:41:50.987266000,"B.108","",2014-01-16 15:41:50.987266000,2014-01-16 15:41:50.987266000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.10","Präprothetische Chirurgie","6.10","Präprothetische Chirurgie","6.10","Chirurgie préprothétique","6.10","Chirurgie préprothétique","","","","","","","","","","","","","K_320_6.10","-10110","-49993","-63029","-62331","-10110","6.10","","","","","","","","","","",,7973588,"-62241",3000-01-01,"",""
72,"72",-1083,2014-01-16 15:41:51.044789000,"B.108","",2014-01-16 15:41:51.044789000,2014-01-16 15:41:51.044789000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.11","Kieferhöhle","6.11","Kieferhöhle","6.11","Sinus maxillaire","6.11","Sinus maxillaire","","","","","","","","","","","","","K_320_6.11","-10110","-49993","-63029","-62331","-10110","6.11","","","","","","","","","","",,7973589,"-62241",3000-01-01,"",""
73,"73",-1083,2014-01-16 15:41:51.100631000,"B.108","",2014-01-16 15:41:51.100631000,2014-01-16 15:41:51.100631000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.12","Speicheldrüsen","6.12","Speicheldrüsen","6.12","Glandes salivaires","6.12","Glandes salivaires","","","","","","","","","","","","","K_320_6.12","-10110","-49993","-63029","-62331","-10110","6.12","","","","","","","","","","",,7973590,"-62241",3000-01-01,"",""
74,"74",-1083,2014-01-16 15:41:51.182250000,"B.108","",2014-01-16 15:41:51.182250000,2014-01-16 15:41:51.182250000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.1","Sekundäre Spaltchirurgie","6.1","Sekundäre Spaltchirurgie","6.1","Chirurgie secondaire des fentes labio-maxillo-palatines","6.1","Chirurgie secondaire des fentes labio-maxillo-palatines","","","","","","","","","","","","","K_320_6.1","-10110","-49993","-63029","-62331","-10110","6.1","","","","","","","","","","",,7973591,"-62241",3000-01-01,"",""
75,"75",-1083,2014-01-16 15:41:51.254429000,"B.108","",2014-01-16 15:41:51.254429000,2014-01-16 15:41:51.254429000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.2","Kieferorthopädische Chirurgie","6.2","Kieferorthopädische Chirurgie","6.2","Chirurgie orthopédique des maxillaires","6.2","Chirurgie orthopédique des maxillaires","","","","","","","","","","","","","K_320_6.2","-10110","-49993","-63029","-62331","-10110","6.2","","","","","","","","","","",,7973592,"-62241",3000-01-01,"",""
76,"76",-1083,2014-01-16 15:41:51.311745000,"B.108","",2014-01-16 15:41:51.311745000,2014-01-16 15:41:51.311745000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.3.1.","Jochbein, laterales Mittelgesicht","6.3.1.","Jochbein, laterales Mittelgesicht","6.3.1.","Os malaire, tiers moyen du visage latéral","6.3.1.","Os malaire, tiers moyen du visage latéral","","","","","","","","","","","","","K_320_6.3.1.1","-10110","-49993","-63029","-62331","-10110","6.3.1.1","","","","","","","","","","",,7973593,"-62241",3000-01-01,"",""
77,"77",-1083,2014-01-16 15:41:51.372241000,"B.108","",2014-01-16 15:41:51.372241000,2014-01-16 15:41:51.372241000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.3.1.","Mittelgesicht zentral oder zentrolateral, Ober- und Unterkiefer","6.3.1.","Mittelgesicht zentral oder zentrolateral, Ober- und Unterkiefer","6.3.1.","Tiers moyen du visage centre ou centrolatéral du maxillaire supérieur et inférieur","6.3.1.","Tiers moyen du visage centre ou centrolatéral du maxillaire supérieur et inférieur","","","","","","","","","","","","","K_320_6.3.1.2","-10110","-49993","-63029","-62331","-10110","6.3.1.2","","","","","","","","","","",,7973594,"-62241",3000-01-01,"",""
78,"78",-1083,2014-01-16 15:41:51.429356000,"B.108","",2014-01-16 15:41:51.429356000,2014-01-16 15:41:51.429356000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.3.1","Geschlossene Frakturbehandlung","6.3.1","Geschlossene Frakturbehandlung","6.3.1","Traitement des fractures fermées","6.3.1","Traitement des fractures fermées","","","","","","","","","","","","","K_320_6.3.1","-10110","-49993","-63029","-62331","-10110","6.3.1","","","","","","","","","","",,7973595,"-62241",3000-01-01,"",""
79,"79",-1083,2014-01-16 15:41:51.486878000,"B.108","",2014-01-16 15:41:51.486878000,2014-01-16 15:41:51.486878000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.3.2.","Mittelgesicht, Jochbein","6.3.2.","Mittelgesicht, Jochbein","6.3.2.","Tiers moyen du visage, malaire, arcade zygomatique","6.3.2.","Tiers moyen du visage, malaire, arcade zygomatique","","","","","","","","","","","","","K_320_6.3.2.1","-10110","-49993","-63029","-62331","-10110","6.3.2.1","","","","","","","","","","",,7973596,"-62241",3000-01-01,"",""
80,"80",-1083,2014-01-16 15:41:51.545210000,"B.108","",2014-01-16 15:41:51.545210000,2014-01-16 15:41:51.545210000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"6.3.2.","Unterkiefer","6.3.2.","Unterkiefer","6.3.2.","Maxillaire inférieur","6.3.2.","Maxillaire inférieur","","","","","","","","","","","","","K_320_6.3.2.2","-10110","-49993","-63029","-62331","-10110","6.3.2.2","","","","","","","","","","",,7973597,"-62241",3000-01-01,"",""
